id,element_model_plu
3897,1000518
3898,1000518
3899,1000518
3900,1000518
3901,1000518
3902,1000518
3903,1000518
3946,1000146
3947,1000146
3948,1000146
3949,1000146
3950,1000146
3951,1000146
3952,1000146
3953,1000146
3954,1000146
3955,1000146
3993,1000517
3994,1000517
3995,1000517
4001,1000517
4002,1000517
4003,1000517
4004,1000517
4005,1000517
4006,1000517
4007,1000517
4008,1000517
4009,1000517
4010,1000517
4011,1000517
4012,1000517
4013,1000517
4014,1000517
4015,1000517
4016,1000517
4017,1000517
4018,1000517
4019,1000517
4023,1000517
4024,1000517
4025,1000517
4026,1000517
4027,1000517
4028,1000517
4029,1000517
4030,1000517
4031,1000517
4032,1000517
4033,1000517
4034,1000517
4035,1000517
4036,1000517
4037,1000517
4043,1000517
4044,1000517
4045,1000517
4046,1000517
4047,1000517
4048,1000517
4049,1000517
4050,1000517
4051,1000517
4052,1000517
4053,1000517
4054,1000517
4055,1000517
4056,1000517
4057,1000517
4058,1000517
4059,1000517
4060,1000517
4061,1000517
4062,1000517
4063,1000517
4064,1000517
4065,1000517
4066,1000517
4073,1000517
4074,1000517
4075,1000517
4076,1000517
4077,1000517
4078,1000517
4079,1000517
4080,1000517
4081,1000517
4082,1000517
4083,1000517
4084,1000517
4085,1000517
4144,1000541
4154,1000661
4155,1000661
4156,1000661
4157,1000661
4158,1000661
4159,1000661
4160,1000661
4302,1000518
4303,1000518
4304,1000518
4326,1000517
4327,1000517
4328,1000517
4329,1000517
4330,1000517
4331,1000517
4332,1000517
4333,1000517
4334,1000517
4335,1000517
4336,1000517
4337,1000517
4338,1000517
4339,1000517
4340,1000517
4341,1000517
4342,1000517
4343,1000518
4344,1000315
4345,1000517
4346,1000517
4347,1000517
4348,1000517
4349,1000517
4350,1000517
4351,1000517
4352,1000517
4353,1000517
4354,1000517
4355,1000517
4356,1000517
4357,1000517
4358,1000517
4359,1000517
4360,1000517
4361,1000517
4362,1000517
4363,1000517
4364,1000517
4365,1000517
4366,1000517
4367,1000517
4368,1000517
4369,1000517
4370,1000517
4371,1000517
4372,1000517
4373,1000517
4374,1000517
4375,1000517
4376,1000517
4377,1000517
4378,1000517
4379,1000517
4380,1000517
4381,1000517
4382,1000517
4383,1000517
4384,1000517
4385,1000517
4386,1000517
4387,1000517
4388,1000517
4389,1000517
4390,1000517
4391,1000517
4392,1000517
4393,1000517
4394,1000517
4395,1000517
4396,1000517
4397,1000517
4398,1000517
4399,1000517
4400,1000517
4401,1000517
4402,1000517
4403,1000517
4404,1000517
4405,1000517
4406,1000517
4407,1000517
4408,1000517
4409,1000517
4410,1000517
4411,1000517
4412,1000517
4413,1000517
4414,1000517
4415,1000517
4416,1000517
4417,1000517
4418,1000517
4419,1000517
4420,1000517
4421,1000517
4422,1000517
4423,1000517
4424,1000517
4425,1000517
4426,1000517
4446,1000146
4448,1000486
4469,1000146
4470,1000146
4475,1000146
4476,1000146
4541,1000097
4542,1000097
4543,1000097
4544,1000097
4545,1000097
4553,1001733
4554,1001733
5030,1000661
5139,1000146
5665,1000146
5666,1000146
5728,1001733
5756,1000084
5757,1000084
5758,1000084
5759,1000084
5760,1000518
6122,1000597
6124,1000148
6125,1000148
6126,1000148
6127,1000148
6129,1000148
6130,1000148
6131,1000148
6133,1000148
6134,1000148
6135,1000148
6136,1000148
6137,1000148
6138,1000148
6139,1000148
6178,1000146
6179,1000146
6180,1000146
6181,1000084
6182,1000146
6183,1000146
6202,1000661
6376,1000332
6377,1000575
6410,1000630
6411,1000630
6412,1000630
6413,1000630
6414,1000630
6415,1000630
6416,1000630
6417,1000630
6418,1000630
6419,1000630
6420,1000630
6421,1000630
6422,1000630
6423,1000630
6424,1000630
6425,1000630
6426,1000630
6427,1000630
6428,1000630
6429,1000630
6474,1000628
6475,1000629
6476,1000629
6477,1000628
6478,1000629
6480,1000630
6481,1000630
6482,1000630
6483,1000630
6484,1000630
6485,1000630
6486,1000630
6487,1000630
6488,1000630
6489,1000630
6490,1000630
6491,1000630
6492,1000630
6505,1002107
6506,1002107
6507,1002107
6508,1002107
6509,1002107
6510,1002107
6512,1002107
6554,1000183
6559,1000084
6591,1000591
6592,1000146
6603,1000486
6612,1000577
6659,1000598
6662,1000493
6663,1000493
6664,1000493
6665,1002203
6666,1002203
6679,1000091
6680,1000091
6681,1000091
6682,1000091
6683,1000091
6684,1000091
6812,1000587
6872,1000506
6873,1000506
6975,1000332
6978,1000332
6981,1000332
6984,1000332
6987,1000332
6990,1000332
6993,1000332
6996,1000332
6999,1000332
7002,1000332
7005,1000332
7008,1000332
7011,1000332
7014,1000332
7016,1000332
7018,1000332
7021,1000332
7023,1000332
7026,1000332
7028,1000332
7030,1000332
7033,1000332
7036,1000332
7038,1000332
7040,1000332
7042,1000332
7045,1000332
7048,1000332
7050,1000332
7052,1000332
7054,1000332
7056,1000332
7058,1000332
7060,1000332
7062,1000332
7064,1000332
7067,1000332
7070,1000332
7073,1000332
7076,1000332
7079,1000332
7082,1000332
7085,1000332
7088,1000332
7091,1000332
7094,1000332
7097,1000332
7099,1000332
7101,1000332
7103,1000332
7106,1000332
7109,1000332
7111,1000332
7114,1000332
7117,1000332
7120,1000332
7122,1000332
7124,1000332
7126,1000332
7128,1000332
7130,1000332
7131,1000332
7133,1000332
7135,1000332
7137,1000332
7139,1000332
7141,1000332
7143,1000332
7145,1000332
7147,1000332
7150,1000332
7153,1000332
7155,1000332
7157,1000332
7159,1000332
7162,1000332
7165,1000332
7168,1000332
7171,1000332
7174,1000332
7177,1000332
7180,1000332
7183,1000332
7185,1000332
7187,1000332
7189,1000332
7191,1000332
7193,1000332
7195,1000332
7197,1000332
7199,1000332
7201,1000332
7203,1000332
7205,1000332
7207,1000332
7209,1000332
7211,1000332
7213,1000332
7215,1000332
7216,1000588
7232,1000146
7233,1000493
7236,1002126
7242,1000319
7245,1002126
7248,1000319
7251,1002126
7257,1000319
7260,1002126
7266,1000319
7757,1002126
7761,1000319
7766,1002126
7770,1000319
7775,1002126
7779,1000319
7784,1002126
7788,1000319
7793,1002126
7797,1000319
7879,1000146
7883,1000091
7884,1000091
7885,1000091
7886,1000091
7893,1000917
8302,1000242
8303,1000242
8304,1000242
8305,1000242
8306,1000242
8307,1000242
8308,1000242
8309,1000242
8310,1000242
8311,1000242
8312,1000242
8313,1000242
8314,1000242
8315,1000242
8316,1000242
8317,1000242
8318,1000242
8319,1000242
8320,1000242
8321,1000242
8322,1000242
8323,1000242
8324,1000242
8325,1000242
8326,1000242
8327,1000242
8328,1000242
8329,1000242
8330,1000242
8331,1000242
8332,1000242
8333,1000242
8334,1000242
8335,1000242
8336,1000242
8337,1000242
8338,1000242
8356,1002199
8357,1000845
8358,1001989
8359,1001988
8369,1001983
8372,1001989
8373,1001988
8394,1000598
8395,1000598
8396,1000598
8398,1000146
8399,1000146
8400,1000146
8401,1000146
8447,1000541
8448,1000541
8460,1001741
8468,1001741
8473,1000146
8474,1000146
8533,1000630
8534,1000630
8535,1000630
8536,1000630
8537,1000630
8538,1000630
8539,1000630
8540,1000630
8541,1000630
8542,1000630
8543,1000630
8544,1000630
8545,1000630
8546,1000630
8547,1000630
8548,1000630
8549,1000630
8550,1000630
8551,1000630
8552,1000630
8553,1000630
8554,1000630
8555,1000630
8556,1000630
8557,1000630
8558,1000630
8559,1000630
8560,1000630
8561,1000630
8562,1000630
8563,1000630
8564,1000630
8565,1000630
8566,1000630
8567,1000630
8568,1000630
8569,1000630
8570,1000630
8571,1000630
8572,1000630
8616,1000486
8617,1000486
8618,1000486
8619,1000486
8620,1000486
8621,1000486
8622,1000486
8623,1000486
8624,1000486
8625,1000486
8626,1000486
8630,1001981
8632,1000658
8633,1000658
8638,1000146
8639,1000146
8652,1000727
8662,1000630
8671,1000989
8676,1000703
8680,1000703
8682,1000091
8683,1000091
8689,1000703
8693,1000703
8696,1000703
8700,1000703
8702,1000306
8721,1000486
8726,1000505
8740,1000505
8748,1000630
8775,1000630
8841,1000630
8842,1000630
8879,1000630
8880,1000630
8922,1002571
8923,1002571
8924,1002571
8925,1002571
8926,1002571
8939,1000630
8940,1000630
8941,1000630
8942,1000630
8943,1000630
8944,1000630
8945,1000935
8990,1000630
8991,1000630
8992,1000630
8993,1000630
8994,1000630
8995,1000630
8996,1000630
8997,1000630
8998,1000630
8999,1000630
9000,1000630
9001,1000630
9002,1000630
9003,1002578
9004,1002578
9005,1002578
9006,1002578
9007,1002578
9008,1002578
9025,1002262
9027,1000630
9030,1002262
9047,1002591
9048,1001983
9062,1000597
9063,1000588
9064,1000587
9071,1001983
9073,1000505
9074,1000505
9075,1000521
9078,1000630
9079,1000630
9084,1000630
9085,1000630
9121,1000630
9122,1000630
9123,1000558
9124,1000558
9127,1000630
9128,1000630
9130,1000845
9131,1000845
9132,1000845
9133,1000845
9134,1000845
9135,1000845
9136,1000845
9137,1000845
9138,1000845
9143,1000845
9144,1000845
9145,1000845
9146,1000845
9157,1002578
9158,1002578
9159,1002578
9160,1002578
9161,1002578
9162,1002578
9163,1002578
9164,1002578
9165,1002578
9166,1002578
9167,1002578
9168,1002578
9169,1002578
9170,1002578
9174,1000628
9175,1000628
9176,1000628
9177,1000628
9178,1002276
9179,1002276
9180,1002276
9181,1002276
9182,1002276
9183,1002276
9184,1002276
9185,1002276
9186,1002276
9187,1002276
9193,1000592
9194,1000590
9195,1000595
9197,1000591
9198,1000596
9199,1000603
9234,1002630
9265,1000727
9266,1002262
9271,1002221
9272,1002221
9273,1002241
9297,1000845
9298,1000845
9299,1000845
9300,1000845
9301,1000845
9302,1000845
9303,1000845
9304,1000845
9305,1000845
9306,1000845
9307,1000845
9308,1000845
9309,1000845
9310,1000845
9311,1000845
9312,1000845
9313,1000845
9314,1000845
9315,1000845
9316,1000845
9317,1000845
9318,1000845
9345,1002221
9443,1000332
9454,1000146
9474,1000319
9505,1000312
9506,1000312
9507,1000312
9508,1000312
9509,1000297
9545,1000331
9559,1000331
9562,1000331
9564,1000331
9565,1000331
9577,1000146
9605,1000146
9606,1000146
9609,1000146
9700,1000146
9701,1000146
9703,1000146
9711,1000332
9712,1000332
9758,1000332
9780,1000091
9781,1000091
9782,1000332
9818,1000630
9819,1000630
9820,1000628
9821,1000628
9822,1000629
9823,1000629
9827,1000658
9828,1000658
9829,1000657
9917,1000540
9918,1000541
9919,1000540
9940,1000523
9941,1000493
9942,1000523
9943,1000524
9980,1000146
9981,1000146
9982,1000146
9983,1000146
10040,1000084
10052,1000658
10058,1000092
10059,1000092
10060,1000092
10082,1000630
10083,1000630
10108,1000522
10114,1000540
10156,1000091
10157,1000091
10169,1000522
10176,1000312
10179,1000312
10215,1000577
10240,1000146
10243,1000312
10246,1000661
10252,1000624
10272,1000703
10304,1000506
10305,1000506
10434,1000517
10435,1000517
10457,1000517
10458,1000517
10459,1000517
10461,1000517
10505,1000517
10506,1000517
10507,1000517
10508,1000517
10509,1000517
10510,1000517
10511,1000517
10512,1000517
10555,1000517
10556,1000517
10557,1000517
10558,1000517
10559,1000517
10560,1000517
10561,1000517
10562,1000517
10563,1000517
10564,1000517
10565,1000517
10566,1000517
10567,1000517
10568,1000517
10569,1000517
10570,1000517
10571,1000517
10572,1000517
10573,1000517
10574,1001733
10575,1000517
10576,1000517
10577,1000517
10578,1000517
10579,1000517
10580,1000517
10695,1000517
10838,1001863
10863,1001733
10868,1000661
10939,1000557
10940,1000557
10941,1000557
10942,1000557
10943,1000557
10944,1000557
10945,1000557
10946,1000557
10947,1000557
10948,1000557
10949,1000557
10950,1000557
10951,1000557
10952,1000557
10953,1000557
10954,1000557
10955,1000557
10956,1000557
10957,1000557
10958,1000557
10959,1000557
10960,1000557
10961,1000557
10962,1000557
11028,1000319
11031,1000517
11032,1000517
11187,1000097
11241,1000661
11245,1000661
11350,1001612
11464,1000630
11468,1000630
11469,1000630
11470,1000630
11471,1002107
11472,1002107
11573,1000598
11574,1000598
11727,1000588
11748,1000332
11751,1000332
11787,1002126
11788,1002126
11789,1002126
11790,1000319
11791,1000319
11806,1000332
11807,1000332
11808,1000332
11809,1000332
11810,1000332
11811,1000332
11812,1000332
11865,1000630
11877,1000486
11880,1001688
11881,1001688
11882,1000577
11885,1000577
11894,1000332
11945,1000146
11948,1001612
11949,1002126
11982,1000319
11988,1000319
12024,1002221
12025,1002221
12035,1001785
12045,1000845
12056,1000810
12057,1000810
12058,1000810
12059,1000810
12066,1001983
12126,1000845
12136,1000630
12144,1000486
12149,1000630
12158,1000727
12163,1001491
12164,1002199
12171,1000598
12172,1000588
12194,1000323
12195,1000323
12197,1000323
12199,1000323
12221,1002199
12225,1000845
12226,1001733
12227,1001733
12228,1000587
12233,1000146
12234,1000146
12235,1000146
12247,1000429
12267,1000845
12269,1001981
12278,1001981
12281,1000845
12284,1002199
12319,1001733
12345,1001981
12391,1000486
12413,1000493
12416,1000505
12456,1000222
12458,1000222
12471,1001983
12501,1000301
12530,1000517
12531,1000517
12532,1000517
12533,1000517
12534,1000517
12535,1000517
12536,1000517
12537,1000517
12538,1000517
12539,1000517
12540,1000517
12541,1000517
12542,1000517
12543,1000517
12544,1000517
12545,1000517
12546,1000517
12547,1000517
12548,1000517
12549,1000517
12550,1000517
12551,1000517
12552,1000517
12553,1000517
12554,1000517
12555,1000517
12556,1000517
12557,1000517
12558,1000517
12559,1000517
12634,1000585
12635,1000585
12638,1000624
12642,1000629
12644,1000540
12645,1000540
12672,1000305
12677,1000305
12682,1000630
12683,1000630
12692,1000657
12694,1000661
12725,1001039
12729,1000319
12732,1000985
12733,1000985
12734,1000332
12757,1001426
12776,1000517
12777,1000517
12778,1000517
12779,1000517
12801,1000517
12802,1000517
12803,1000517
12804,1000517
12805,1000517
12806,1000517
12807,1000517
12808,1000517
12809,1000517
12810,1000517
12822,1000146
12828,1000518
12921,1000301
12925,1000218
12991,1000587
12999,1000595
13002,1000596
13118,1000661
13205,1000517
13206,1000517
13222,1000517
13223,1000517
13224,1000517
13225,1000517
13226,1000517
13227,1000517
13228,1000517
13229,1000517
13230,1000517
13231,1000517
13232,1000517
13233,1000517
13246,1000661
13404,1000517
13413,1000517
13414,1000517
13415,1000517
13430,1001491
13431,1001491
13432,1000987
13449,1000540
13452,1000585
13472,1000091
13473,1000091
13548,1000493
13566,1001733
13596,1001733
13597,1001733
13598,1000091
13599,1000091
13608,1000985
13662,1000517
13717,1001733
13753,1000289
13898,1000091
13899,1000091
13900,1000091
13901,1000091
13906,1000661
13911,1000587
13995,1000336
14055,1001723
14056,1001723
14059,1000319
14060,1002126
14061,1002126
14066,1000332
14067,1000332
14068,1000332
14074,1000319
14075,1002126
14076,1002126
14081,1000332
14082,1000332
14083,1000332
14144,1002126
14145,1002126
14146,1002126
14153,1000319
14154,1000319
14156,1000332
14157,1000332
14158,1000332
14159,1000332
14160,1000332
14161,1000332
14188,1001688
14189,1001688
14190,1001688
14191,1001688
14192,1001688
14193,1001688
14214,1002126
14218,1000319
14223,1002126
14227,1000319
14234,1000092
14235,1000092
14236,1000092
14237,1000092
14239,1001688
14240,1001688
14241,1000092
14242,1000092
14243,1000092
14244,1000092
14253,1000319
14254,1002126
14257,1000587
14260,1000091
14261,1000091
14262,1000091
14263,1000091
14264,1000091
14265,1000091
14274,1001426
14286,1000845
14361,1000914
14362,1000914
14363,1000914
14364,1000914
14365,1000914
14366,1000914
14367,1000914
14368,1001680
14377,1001051
14389,1000540
14414,1002199
14425,1001723
14426,1001723
14445,1000935
14450,1001983
14462,1000587
14466,1001733
14477,1000918
14482,1000541
14522,1000591
14534,1000598
14553,1000125
14554,1000598
14555,1001733
14556,1001733
14557,1001733
14558,1001733
14559,1001733
14568,1001733
14577,1000091
14578,1000091
14584,1002199
14588,1001733
14589,1001733
14590,1001733
14592,1000222
14599,1001733
14628,1000575
14648,1000512
14657,1000222
14669,1000502
14670,1000703
14672,1000506
14744,1000502
14745,1000703
14747,1000506
14786,1000657
14787,1000658
14788,1000657
14794,1000658
14795,1000658
14816,1000560
14817,1000559
14829,1000517
14830,1000517
14831,1000517
14832,1000517
14833,1000517
14834,1000517
14835,1000517
14836,1000517
14837,1000517
14838,1000517
14851,1000429
14860,1001688
14861,1001688
14871,1001688
14872,1001688
14873,1001688
14874,1001688
14875,1001688
14876,1001688
14877,1001688
14878,1001688
14879,1001688
14880,1001688
14881,1001688
14882,1001688
14883,1001688
14884,1001688
14885,1001688
14886,1001688
14910,1002203
14967,1000146
14968,1000146
14969,1000146
14970,1000146
14971,1000146
14972,1000146
14973,1000146
14983,1000146
14984,1000146
14986,1000146
14987,1000146
14988,1000146
15023,1000517
15174,1000146
15176,1000287
15177,1000287
15178,1000287
15179,1000287
15235,1000319
15242,1000271
15243,1000289
15244,1000269
15245,1000108
15246,1000171
15247,1000238
15248,1000238
15249,1000238
15250,1000212
15251,1000271
15252,1000174
15254,1000110
15255,1000249
15256,1000249
15257,1000238
15259,1000110
15260,1000249
15261,1000238
15262,1000174
15263,1000171
15264,1000227
15265,1000209
15266,1000249
15267,1000289
15268,1000122
15269,1000122
15270,1000122
15271,1000122
15272,1000130
15273,1000130
15274,1000126
15275,1000126
15276,1000123
15277,1000123
15278,1000130
15279,1000130
15280,1000129
15281,1000129
15282,1000129
15283,1000129
15285,1000245
15286,1000245
15287,1000245
15327,1000657
15328,1000658
15329,1000657
15344,1000332
15345,1000332
15346,1000332
15351,1000658
15352,1000658
15385,1000523
15387,1000661
15388,1000502
15678,1000429
15729,1000811
15733,1000865
15818,1000597
15829,1000630
15835,1000630
15909,1000588
15933,1000661
15934,1000661
15982,1000560
15988,1000559
16033,1000332
16034,1000332
16150,1000587
16151,1000603
16153,1000592
16154,1000595
16155,1000590
16157,1000596
16158,1000591
16160,1000594
16162,1000850
16185,1000319
16254,1001680
16255,1001680
16256,1001680
16258,1000319
16273,1000517
16274,1000517
16275,1000517
16276,1000517
16285,1000517
16286,1000517
16287,1000517
16307,1000517
16312,1000517
16319,1000249
16320,1000209
16333,1000084
16334,1000084
16335,1000084
16336,1000084
16337,1000084
16379,1000084
16495,1000569
16513,1000845
16527,1000703
16544,1000598
16587,1001688
16588,1001688
16681,1000493
