id,desktop_inventory,desktop_inventory_element,desktop_inventory_element_result,process_result_state,process_result_type,detail,complete_description,commentaries,desktop_inventory_partial_inventory
1424041,11359,1226756,1191718,OK,OK,NULL,NULL,"Element OK.",92
1424042,11359,1226757,1191719,OK,OK,NULL,NULL,"Element OK.",92
1424043,11359,1226755,1191720,OK,OK,NULL,NULL,"Element OK.",92
1424044,11359,1226751,1191721,OK,OK,NULL,NULL,"Element OK.",92
1424045,11359,1226759,1191722,OK,OK,NULL,NULL,"Element OK.",92
1424046,11359,1226758,1191723,OK,OK,NULL,NULL,"Element OK.",92
1424047,11359,1226760,1191724,OK,OK,NULL,NULL,"Element OK.",92
1424048,11359,1226829,1191725,OK,OK,NULL,NULL,"Element OK.",92
1424049,11359,1226830,1191726,OK,OK,NULL,NULL,"Element OK.",92
1424050,11359,1226831,1191727,OK,OK,NULL,NULL,"Element OK.",92
1424051,11359,1226832,1191728,OK,OK,NULL,NULL,"Element OK.",92
1424052,11359,1226808,1191729,OK,OK,NULL,NULL,"Element OK.",92
1424053,11359,1226807,1191730,OK,OK,NULL,NULL,"Element OK.",92
1424054,11359,1226806,1191731,OK,OK,NULL,NULL,"Element OK.",92
1424055,11359,1226805,1191732,OK,OK,NULL,NULL,"Element OK.",92
1424056,11359,1226811,1191733,OK,OK,NULL,NULL,"Element OK.",92
1424057,11359,1226810,1191734,OK,OK,NULL,NULL,"Element OK.",92
1424058,11359,1226809,1191735,OK,OK,NULL,NULL,"Element OK.",92
1424059,11359,1226812,1191736,OK,OK,NULL,NULL,"Element OK.",92
1424060,11359,1226804,1191737,OK,OK,NULL,NULL,"Element OK.",92
1424061,11359,1226803,1191738,OK,OK,NULL,NULL,"Element OK.",92
1424062,11359,1226802,1191739,OK,OK,NULL,NULL,"Element OK.",92
1424063,11359,1226801,1191740,OK,OK,NULL,NULL,"Element OK.",92
1424064,11359,1226767,1191741,OK,OK,NULL,NULL,"Element OK.",92
1424065,11359,1226766,1191742,OK,OK,NULL,NULL,"Element OK.",92
1424066,11359,1226765,1191743,OK,OK,NULL,NULL,"Element OK.",92
1424067,11359,1226761,1191744,OK,OK,NULL,NULL,"Element OK.",92
1424068,11359,1226817,1191745,OK,OK,NULL,NULL,"Element OK.",92
1424069,11359,1226813,1191746,OK,OK,NULL,NULL,"Element OK.",92
1424070,11359,1226818,1191747,OK,OK,NULL,NULL,"Element OK.",92
1424071,11359,1226819,1191748,OK,OK,NULL,NULL,"Element OK.",92
1424072,11359,1226822,1191749,OK,OK,NULL,NULL,"Element OK.",92
1424073,11359,1226821,1191750,OK,OK,NULL,NULL,"Element OK.",92
1424074,11359,1226820,1191751,OK,OK,NULL,NULL,"Element OK.",92
1424075,11359,1226814,1191752,OK,OK,NULL,NULL,"Element OK.",92
1424076,11359,1226764,1191753,OK,OK,NULL,NULL,"Element OK.",92
1424077,11359,1226774,1191754,OK,OK,NULL,NULL,"Element OK.",92
1424078,11359,1226775,1191755,OK,OK,NULL,NULL,"Element OK.",92
1424079,11359,1226776,1191756,OK,OK,NULL,NULL,"Element OK.",92
1424080,11359,1226828,1191757,OK,OK,NULL,NULL,"Element OK.",92
1424081,11359,1226827,1191758,OK,OK,NULL,NULL,"Element OK.",92
1424082,11359,1226826,1191759,OK,OK,NULL,NULL,"Element OK.",92
1424083,11359,1226816,1191760,OK,OK,NULL,NULL,"Element OK.",92
1424084,11359,1226825,1191761,OK,OK,NULL,NULL,"Element OK.",92
1424085,11359,1226824,1191762,OK,OK,NULL,NULL,"Element OK.",92
1424086,11359,1226823,1191763,OK,OK,NULL,NULL,"Element OK.",92
1424087,11359,1226815,1191764,OK,OK,NULL,NULL,"Element OK.",92
1424088,11359,1226763,1191765,OK,OK,NULL,NULL,"Element OK.",92
1424089,11359,1226771,1191766,OK,OK,NULL,NULL,"Element OK.",92
1424090,11359,1226772,1191767,OK,OK,NULL,NULL,"Element OK.",92
1424091,11359,1226773,1191768,OK,OK,NULL,NULL,"Element OK.",92
1424092,11359,1226768,1191769,OK,OK,NULL,NULL,"Element OK.",92
1424093,11359,1226769,1191770,OK,OK,NULL,NULL,"Element OK.",92
1424094,11359,1226770,1191771,OK,OK,NULL,NULL,"Element OK.",92
1424095,11359,1226762,1191772,OK,OK,NULL,NULL,"Element OK.",92
1424096,11359,1226800,1191773,OK,OK,NULL,NULL,"Element OK.",92
1424097,11359,1226799,1191774,OK,OK,NULL,NULL,"Element OK.",92
1424098,11359,1226798,1191775,OK,OK,NULL,NULL,"Element OK.",92
1424099,11359,1226797,1191776,OK,OK,NULL,NULL,"Element OK.",92
1424100,11359,1226889,1191777,OK,OK,NULL,NULL,"Element OK.",92
1424101,11359,1226891,1191778,OK,OK,NULL,NULL,"Element OK.",92
1424102,11359,1226890,1191779,OK,OK,NULL,NULL,"Element OK.",92
1424103,11359,1226864,1191780,OK,OK,NULL,NULL,"Element OK.",92
1424104,11359,1226869,1191781,OK,OK,NULL,NULL,"Element OK.",92
1424105,11359,1226870,1191782,OK,OK,NULL,NULL,"Element OK.",92
1424106,11359,1226868,1191783,OK,OK,NULL,NULL,"Element OK.",92
1424107,11359,1226857,1191784,OK,OK,NULL,NULL,"Element OK.",92
1424108,11359,1226883,1191785,OK,OK,NULL,NULL,"Element OK.",92
1424109,11359,1226885,1191786,OK,OK,NULL,NULL,"Element OK.",92
1424110,11359,1226884,1191787,OK,OK,NULL,NULL,"Element OK.",92
1424111,11359,1226862,1191788,OK,OK,NULL,NULL,"Element OK.",92
1424112,11359,1226880,1191789,OK,OK,NULL,NULL,"Element OK.",92
1424113,11359,1226882,1191790,OK,OK,NULL,NULL,"Element OK.",92
1424114,11359,1226861,1191791,OK,OK,NULL,NULL,"Element OK.",92
1424115,11359,1226881,1191792,OK,OK,NULL,NULL,"Element OK.",92
1424116,11359,1226876,1191793,OK,OK,NULL,NULL,"Element OK.",92
1424117,11359,1226875,1191794,OK,OK,NULL,NULL,"Element OK.",92
1424118,11359,1226859,1191795,OK,OK,NULL,NULL,"Element OK.",92
1424119,11359,1226874,1191796,OK,OK,NULL,NULL,"Element OK.",92
1424120,11359,1226866,1191797,OK,OK,NULL,NULL,"Element OK.",92
1424121,11359,1226867,1191798,OK,OK,NULL,NULL,"Element OK.",92
1424122,11359,1226865,1191799,OK,OK,NULL,NULL,"Element OK.",92
1424123,11359,1226856,1191800,OK,OK,NULL,NULL,"Element OK.",92
1424124,11359,1226873,1191801,OK,OK,NULL,NULL,"Element OK.",92
1424125,11359,1226871,1191802,OK,OK,NULL,NULL,"Element OK.",92
1424126,11359,1226872,1191803,OK,OK,NULL,NULL,"Element OK.",92
1424127,11359,1226858,1191804,OK,OK,NULL,NULL,"Element OK.",92
1424128,11359,1226878,1191805,OK,OK,NULL,NULL,"Element OK.",92
1424129,11359,1226860,1191806,OK,OK,NULL,NULL,"Element OK.",92
1424130,11359,1226877,1191807,OK,OK,NULL,NULL,"Element OK.",92
1424131,11359,1226879,1191808,OK,OK,NULL,NULL,"Element OK.",92
1424132,11359,1226899,1191809,OK,OK,NULL,NULL,"Element OK.",92
1424133,11359,1226900,1191810,OK,OK,NULL,NULL,"Element OK.",92
1424134,11359,1226901,1191811,OK,OK,NULL,NULL,"Element OK.",92
1424135,11359,1226902,1191812,OK,OK,NULL,NULL,"Element OK.",92
1424136,11359,1226886,1191813,OK,OK,NULL,NULL,"Element OK.",92
1424137,11359,1226863,1191814,OK,OK,NULL,NULL,"Element OK.",92
1424138,11359,1226887,1191815,OK,OK,NULL,NULL,"Element OK.",92
1424139,11359,1226888,1191816,OK,OK,NULL,NULL,"Element OK.",92
1424140,11359,1226796,1191817,OK,OK,NULL,NULL,"Element OK.",92
1424141,11359,1226795,1191818,OK,OK,NULL,NULL,"Element OK.",92
1424142,11359,1226904,1191819,OK,OK,NULL,NULL,"Element OK.",92
1424143,11359,1226788,1191820,OK,OK,NULL,NULL,"Element OK.",92
1424144,11359,1226780,1191821,OK,OK,NULL,NULL,"Element OK.",92
1424145,11359,1226777,1191822,OK,OK,NULL,NULL,"Element OK.",92
1424146,11359,1226841,1191823,OK,OK,NULL,NULL,"Element OK.",92
1424147,11359,1226792,1191824,OK,OK,NULL,NULL,"Element OK.",92
1424148,11359,1226791,1191825,OK,OK,NULL,NULL,"Element OK.",92
1424149,11359,1226778,1191826,OK,OK,NULL,NULL,"Element OK.",92
1424150,11359,1226781,1191827,OK,OK,NULL,NULL,"Element OK.",92
1424151,11359,1226789,1191828,OK,OK,NULL,NULL,"Element OK.",92
1424152,11359,1226790,1191829,OK,OK,NULL,NULL,"Element OK.",92
1424153,11359,1226793,1191830,OK,OK,NULL,NULL,"Element OK.",92
1424154,11359,1226898,1191831,OK,OK,NULL,NULL,"Element OK.",92
1424155,11359,1226903,1191832,OK,OK,NULL,NULL,"Element OK.",92
1424156,11359,1226912,1191833,OK,OK,NULL,NULL,"Element OK.",92
1424157,11359,1226911,1191834,OK,OK,NULL,NULL,"Element OK.",92
1424158,11359,1226837,1191835,OK,OK,NULL,NULL,"Element OK.",92
1424159,11359,1226838,1191836,OK,OK,NULL,NULL,"Element OK.",92
1424160,11359,1226787,1191837,OK,OK,NULL,NULL,"Element OK.",92
1424161,11359,1226908,1191838,OK,OK,NULL,NULL,"Element OK.",92
1424162,11359,1226839,1191839,OK,OK,NULL,NULL,"Element OK.",92
1424163,11359,1226840,1191840,OK,OK,NULL,NULL,"Element OK.",92
1424164,11359,1226794,1191841,OK,OK,NULL,NULL,"Element OK.",92
1424165,11359,1226779,1191842,OK,OK,NULL,NULL,"Element OK.",92
1424166,11359,1226906,1191843,OK,OK,NULL,NULL,"Element OK.",92
1424167,11359,1226893,1191844,OK,OK,NULL,NULL,"Element OK.",92
1424168,11359,1226892,1191845,OK,OK,NULL,NULL,"Element OK.",92
1424169,11359,1226851,1191846,OK,OK,NULL,NULL,"Element OK.",92
1424170,11359,1226849,1191847,OK,OK,NULL,NULL,"Element OK.",92
1424171,11359,1226854,1191848,OK,OK,NULL,NULL,"Element OK.",92
1424172,11359,1226852,1191849,OK,OK,NULL,NULL,"Element OK.",92
1424173,11359,1226853,1191850,OK,OK,NULL,NULL,"Element OK.",92
1424174,11359,1226855,1191851,OK,OK,NULL,NULL,"Element OK.",92
1424175,11359,1226850,1191852,OK,OK,NULL,NULL,"Element OK.",92
1424176,11359,1226848,1191853,OK,OK,NULL,NULL,"Element OK.",92
1424177,11359,1226700,1191603,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = PWM/V2122820	 - Res = PWM/V2122820]",NULL,90
1424178,11359,1226698,1191604,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = PWM/V1121203	 - Res = PWM/V1121203]",NULL,90
1424179,11359,1226699,1191605,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = PWM/V2122672	 - Res = PWM/V2122672]",NULL,90
1424180,11359,1226958,1191673,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356868 - Res = NGZ/B5356868]",NULL,94
1424181,11359,1226956,1191674,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356824 - Res = NGZ/B5356824]",NULL,94
1424182,11359,1226953,1191675,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356775 - Res = NGZ/B5356775]",NULL,94
1424183,11359,1226954,1191676,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356857 - Res = NGZ/B5356857]",NULL,94
1424184,11359,1226955,1191678,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356859 - Res = NGZ/B5356859]",NULL,94
1424185,11359,1226957,1191679,PENDING,DIFFERENCE,"Element with difference: serial","[serial: Elem = SNGZ/B5356899 - Res = NGZ/B5356899]",NULL,94
1431117,11367,1248312,1226460,OK,OK,NULL,NULL,"Element OK.",446
1431118,11367,1248313,1226464,OK,OK,NULL,NULL,"Element OK.",446
1431119,11367,1248314,1226468,OK,OK,NULL,NULL,"Element OK.",446
1431120,11367,1248315,1226467,OK,OK,NULL,NULL,"Element OK.",446
1431121,11367,1248316,1226465,OK,OK,NULL,NULL,"Element OK.",446
1431122,11367,1248317,1226476,OK,OK,NULL,NULL,"Element OK.",446
1431123,11367,1248318,1226475,OK,OK,NULL,NULL,"Element OK.",446
1431124,11367,1248319,1226474,OK,OK,NULL,NULL,"Element OK.",446
1431125,11367,1248320,1226459,OK,OK,NULL,NULL,"Element OK.",446
1431126,11367,1248321,1226543,OK,OK,NULL,NULL,"Element OK.",446
1431127,11367,1248322,1226539,OK,OK,NULL,NULL,"Element OK.",446
1431128,11367,1248323,1226541,OK,OK,NULL,NULL,"Element OK.",446
1431129,11367,1248324,1226537,OK,OK,NULL,NULL,"Element OK.",446
1431130,11367,1248325,1226496,OK,OK,NULL,NULL,"Element OK.",446
1431131,11367,1248326,1226494,OK,OK,NULL,NULL,"Element OK.",446
1431132,11367,1248327,1226504,OK,OK,NULL,NULL,"Element OK.",446
1431133,11367,1248328,1226502,OK,OK,NULL,NULL,"Element OK.",446
1431134,11367,1248329,1226513,OK,OK,NULL,NULL,"Element OK.",446
1431135,11367,1248330,1226508,OK,OK,NULL,NULL,"Element OK.",446
1431136,11367,1248331,1226527,OK,OK,NULL,NULL,"Element OK.",446
1431137,11367,1248332,1226512,OK,OK,NULL,NULL,"Element OK.",446
1431138,11367,1248333,1226531,OK,OK,NULL,NULL,"Element OK.",446
1431139,11367,1248334,1226493,OK,OK,NULL,NULL,"Element OK.",446
1431140,11367,1248335,1226488,OK,OK,NULL,NULL,"Element OK.",446
1431141,11367,1248336,1226482,OK,OK,NULL,NULL,"Element OK.",446
1431142,11367,1248337,1226500,OK,OK,NULL,NULL,"Element OK.",446
1431143,11367,1248338,1226515,OK,OK,NULL,NULL,"Element OK.",446
1431144,11367,1248339,1226506,OK,OK,NULL,NULL,"Element OK.",446
1431145,11367,1248340,1226525,OK,OK,NULL,NULL,"Element OK.",446
1431146,11367,1248341,1226510,OK,OK,NULL,NULL,"Element OK.",446
1431147,11367,1248342,1226529,OK,OK,NULL,NULL,"Element OK.",446
1431148,11367,1248343,1226490,OK,OK,NULL,NULL,"Element OK.",446
1431149,11367,1248344,1226486,OK,OK,NULL,NULL,"Element OK.",446
1431150,11367,1248345,1226484,OK,OK,NULL,NULL,"Element OK.",446
1431151,11367,1248346,1226498,OK,OK,NULL,NULL,"Element OK.",446
1431152,11367,1248347,1226472,OK,OK,NULL,NULL,"Element OK.",446
1431153,11367,1248348,1226458,OK,OK,NULL,NULL,"Element OK.",446
1431154,11367,1248349,1226463,OK,OK,NULL,NULL,"Element OK.",446
1431155,11367,1248350,1226466,OK,OK,NULL,NULL,"Element OK.",446
1431156,11367,1248351,1226469,OK,OK,NULL,NULL,"Element OK.",446
1431157,11367,1248352,1226473,OK,OK,NULL,NULL,"Element OK.",446
1431158,11367,1248353,1226462,OK,OK,NULL,NULL,"Element OK.",446
1431159,11367,1248354,1226471,OK,OK,NULL,NULL,"Element OK.",446
1431160,11367,1248355,1226470,OK,OK,NULL,NULL,"Element OK.",446
1431161,11367,1248356,1226535,OK,OK,NULL,NULL,"Element OK.",446
1431162,11367,1248357,1226533,OK,OK,NULL,NULL,"Element OK.",446
1431163,11367,1248358,1226520,OK,OK,NULL,NULL,"Element OK.",446
1431164,11367,1248359,1226547,OK,OK,NULL,NULL,"Element OK.",446
1431165,11367,1248360,1226523,OK,OK,NULL,NULL,"Element OK.",446
1431166,11367,1248361,1226551,OK,OK,NULL,NULL,"Element OK.",446
1431167,11367,1248362,1226516,OK,OK,NULL,NULL,"Element OK.",446
1431168,11367,1248363,1226545,OK,OK,NULL,NULL,"Element OK.",446
1431169,11367,1248364,1226518,OK,OK,NULL,NULL,"Element OK.",446
1431170,11367,1248365,1226549,OK,OK,NULL,NULL,"Element OK.",446
1431171,11367,1248366,1226571,OK,OK,NULL,NULL,"Element OK.",446
1431172,11367,1248367,1226588,OK,OK,NULL,NULL,"Element OK.",446
1431173,11367,1248368,1226575,OK,OK,NULL,NULL,"Element OK.",446
1431174,11367,1248369,1226553,OK,OK,NULL,NULL,"Element OK.",446
1431175,11367,1248370,1226579,OK,OK,NULL,NULL,"Element OK.",446
1431176,11367,1248371,1226565,OK,OK,NULL,NULL,"Element OK.",446
1431177,11367,1248372,1226561,OK,OK,NULL,NULL,"Element OK.",446
1431178,11367,1248373,1226563,OK,OK,NULL,NULL,"Element OK.",446
1431179,11367,1248374,1226581,OK,OK,NULL,NULL,"Element OK.",446
1431180,11367,1248375,1226569,OK,OK,NULL,NULL,"Element OK.",446
1431181,11367,1248376,1226584,OK,OK,NULL,NULL,"Element OK.",446
1431182,11367,1248377,1226577,OK,OK,NULL,NULL,"Element OK.",446
1431183,11367,1248378,1226567,OK,OK,NULL,NULL,"Element OK.",446
1431184,11367,1248379,1226559,OK,OK,NULL,NULL,"Element OK.",446
1431185,11367,1248380,1226557,OK,OK,NULL,NULL,"Element OK.",446
1431186,11367,1248381,1226555,OK,OK,NULL,NULL,"Element OK.",446
1431187,11367,1248382,1226573,OK,OK,NULL,NULL,"Element OK.",446
1431188,11367,1248383,1226586,OK,OK,NULL,NULL,"Element OK.",446
1431189,11367,1248384,1226611,OK,OK,NULL,NULL,"Element OK.",446
1431190,11367,1248385,1226623,OK,OK,NULL,NULL,"Element OK.",446
